회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
피플바이오,304840,의료용품 및 기타 의약 관련제품 제조업,올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단),2020-10-19,12월,강성민,http://www.peoplebio.net/kr/index.php,경기도
넥스틴,348210,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),2020-10-08,12월,박태훈,http://nextinsol.com,경기도
원방테크,053080,일반 목적용 기계 제조업,클린룸 설비,2020-09-24,12월,"구자겸, 정우현 (각자 대표이사)",http://wonbangtech.com,충청북도
비나텍,126340,일차전지 및 축전지 제조업,초고용량 커패시터(슈퍼커패시터),2020-09-23,12월,성도경,http://www.vina.co.kr,전라북도
씨엔알리서치,359090,"그외 기타 전문, 과학 및 기술 서비스업",금융 지원 서비스,2020-09-23,12월,윤문태,,서울특별시
박셀바이오,323990,자연과학 및 공학 연구개발업,"항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)",2020-09-22,12월,이제중 (단독 대표이사),http://www.vaxcell-bio.com,전라남도
비비씨,318410,그외 기타 제품 제조업,덴탈 케어용 소재(테이퍼모 등),2020-09-21,12월,강기태,http://bestbristle.com,대전광역시
교보10호기업인수목적,355150,기타 금융업,기업 인수 및 합병,2020-09-18,12월,박상연,,서울특별시
핌스,347770,전자부품 제조업,OLED Metal Mask,2020-09-18,12월,김민용,http://pimskorea.com,인천광역시
압타머사이언스,291650,자연과학 및 공학 연구개발업,압타머기반 신약개발 및 진단제품 개발,2020-09-16,12월,한동일,http://www.aptsci.com,경기도
이오플로우,294090,의료용 기기 제조업,웨어러블 인슐린펌프,2020-09-14,12월,김재진,http://www.eoflow.com,경기도
카카오게임즈,293490,소프트웨어 개발 및 공급업,"모바일, PC게임 퍼블리싱",2020-09-10,12월,조계현,http://kakaogames.com,경기도
피엔케이피부임상연구센타,347740,"그외 기타 전문, 과학 및 기술 서비스업",피부인체적용시험,2020-09-09,12월,"박진오, 이해광(각자대표)",http://www.pnkskin.com,서울특별시
미래에셋대우스팩 5호,353490,금융 지원 서비스업,금융 지원 서비스업,2020-08-28,12월,김영도,,서울특별시
아이디피,332370,컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본",2020-08-24,12월,노현철,http://www.idp-corp.com,서울특별시
셀레믹스,331920,기초 의약물질 및 생물학적 제제 제조업,타겟캡처키트,2020-08-21,12월,"김효기, 이용훈",http://www.celemics.com/,서울특별시
미투젠,950190,소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",2020-08-18,12월,손창욱 (대표이사),http://www.me2zen.com,홍콩
브랜드엑스코퍼레이션,337930,기타 정보 서비스업,"애슬레저의류, 생활/청결 용품",2020-08-13,12월,"강민준, 이수연",http://www.brandxcorp.com/,서울특별시
영림원소프트랩,060850,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등",2020-08-12,12월,권영범,http://ksystem.co.kr,서울특별시
한국파마,032300,의약품 제조업,"완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)",2020-08-10,12월,박은희,http://koreapharma.co.kr,경기도
솔브레인,357780,기타 화학제품 제조업,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,2020-08-06,12월,노환철,http://www.soulbrain.co.kr,경기도
이루다,164060,의료용 기기 제조업,레이저 및 고주파 의료기기,2020-08-06,12월,김용한,http://www.ilooda.com,경기도
와이팜,332570,전자부품 제조업,전력증폭기 모듈(PAM),2020-07-31,12월,유대규,http://www.wipam.co.kr,경기도
이엔드디,101360,기타 화학제품 제조업,배출가스 저감용 촉매 및 이차전지 양극활물질 전구체,2020-07-30,12월,김민용,http://www.endss.com,충청북도
에이치엠씨제4호스팩,353070,금융 지원 서비스업,기업인수합병,2020-07-29,12월,손혁,,서울특별시
엠투아이,347890,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션",2020-07-29,12월,김정열,http://www.m2i.co.kr,경기도
더네이쳐홀딩스,298540,의복 액세서리 제조업,"의류, 여행용 가방 및 잡화류",2020-07-27,12월,박영준,http://www.thenatureholdings.co.kr,서울특별시
제놀루션,225220,기초 의약물질 및 생물학적 제제 제조업,"핵산추출기기 및 시약, RNAi 사업 등",2020-07-24,12월,김기옥,http://genolution.co.kr,서울특별시
솔트룩스,304100,소프트웨어 개발 및 공급업,인공지능 및 빅데이터 소프트웨어,2020-07-23,12월,이경일,http://www.saltlux.com/,서울특별시
하나금융16호스팩,343510,금융 지원 서비스업,기업인수합병,2020-07-23,12월,한규정,,서울특별시
티에스아이,277880,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)",2020-07-22,12월,표인식,http://taesungind.co.kr/,경기도
에이프로,262260,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",2020-07-16,12월,임종현,http://www.aproele.com,경기도
IBKS제13호스팩,351340,금융 지원 서비스업,기업인수 및 합병,2020-07-15,12월,김강민,,서울특별시
소마젠,950200,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분석 서비스 (NGS, CES 등)",2020-07-13,12월,홍수,http://psomagen.com,미국
신도기연,290520,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)",2020-07-06,12월,박웅기,http://www.lcd.co.kr,경기도
위더스제약,330350,의약품 제조업,의약품 제조 및 도소매(순환기용제 등),2020-07-03,12월,성대영,http://withuspharm.com,서울특별시
엠브레인,169330,시장조사 및 여론조사업,온라인 및 오프라인 리서치,2020-07-01,06월,최인수,http://embrain.com/,서울특별시
젠큐릭스,229000,의료용품 및 기타 의약 관련제품 제조업,유방암 예후진단 및 폐암/대장암 동반진단 제품/검사서비스,2020-06-25,12월,조상래,http://www.gencurix.com,서울특별시
HB솔루션,297890,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,"이흥근, 이재원(공동 대표이사)",http://www.hb-solution.co.kr,충청남도
에스에이티이엔지,351320,특수 목적용 기계 제조업,기업인수목적회사,2020-06-22,12월,"소진석, 황성철",해당없음,경기도
에스씨엠생명과학,298060,의약품 제조업,세포치료제,2020-06-17,12월,손병관,http://www.scmlifescience.com,인천광역시
휴럼,353190,기타 식품 제조업,금융지원 서비스,2020-06-17,12월,김진석,,서울특별시
이지바이오,353810,동물용 사료 및 조제식품 제조업,"자돈사료, 사료첨가제",2020-06-05,12월,황일환,http://www.easybio.co.kr/,서울특별시
드림씨아이에스,223250,자연과학 및 공학 연구개발업,시판후조사대행(rPMS),2020-05-22,12월,유정희,http://www.dreamcis.com,서울특별시
이베스트스팩5호,349720,금융 지원 서비스업,해당없음,2020-05-20,12월,고병학,,서울특별시
케이프이에스제4호,347140,기타 금융업,기타금융지원서비스업,2020-03-24,12월,윤종연,,서울특별시
엔피디,198080,전자부품 제조업,스마트폰 OLED용 FPCA,2020-03-16,12월,강명구,http://www.newportdisplay.co.kr,경기도
플레이디,237820,광고업,온라인 광고 대행,2020-03-12,12월,이준용,http://www.playd.com,경기도
SK6호스팩,340350,금융 지원 서비스업,,2020-03-11,12월,송문규,,서울특별시
서울바이오시스,092190,반도체 제조업,"Visible LED, UV LED",2020-03-06,12월,이영주,http://www.seoulviosys.com/kr/,경기도
제이앤티씨,204270,전자부품 제조업,"강화유리, 커넥터",2020-03-04,12월,"장용성, 김윤택(각자 대표이사)",,경기도
켄코아에어로스페이스,274090,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품,2020-03-03,12월,케네스민규리,http://www.kencoa.com,경상남도
레몬,294140,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등",2020-02-28,12월,김광진,http://www.lemonano.co.kr,경상북도
서남,294630,기타 전기장비 제조업,고온초전도선재,2020-02-20,12월,문승현,http://www.i-sunam.com,경기도
신영스팩6호,344050,금융 지원 서비스업,기업인수,2020-02-12,12월,송동현,,서울특별시
위세아이텍,065370,소프트웨어 개발 및 공급업,"빅데이터분석, 인공지능, 데이터품질관리 솔루션",2020-02-10,12월,"김종현, 이제동 (각자 대표이사)",http://www.wise.co.kr,경기도
케이비제20호스팩,342550,금융 지원 서비스업,금융지원서비스,2020-01-30,12월,황정현,,서울특별시
하나금융15호스팩,341160,금융 지원 서비스업,기업인수합병,2020-01-30,12월,김철우,,서울특별시
세림B&G,340440,플라스틱제품 제조업,기업인수,2019-12-27,12월,나상수,,경기도
CJ 바이오사이언스,311690,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",2019-12-26,12월,천종식,http://www.cjbioscience.com,서울특별시
피피아이,062970,통신 및 방송 장비 제조업,"데이터센터용 AWG, 통신용 AWG, 스플리터, 계측기 등",2019-12-26,12월,김진봉,http://www.ppitek.com,광주광역시
RF머트리얼즈,327260,전자부품 제조업,"광통신, RF통신용 패키지",2019-12-24,12월,남동우,http://www.metal-life.co.kr,경기도
아이비김영,339950,일반 교습 학원,"오프라인 학원, 온라인강의",2019-12-24,12월,김석철,http://www.kimyoung.co.kr,서울특별시
브릿지바이오,288330,기초 의약물질 및 생물학적 제제 제조업,"펠리노-1 단백질 저해제, 오토택신 저해제",2019-12-20,12월,이정규,http://www.bridgebiorx.com,경기도
다보링크,340360,통신 및 방송 장비 제조업,"AP, APController 외",2019-12-19,12월,이용화,http://www.davolink.co.kr,경기도
메드팩토,235980,자연과학 및 공학 연구개발업,항암제 신약개발,2019-12-19,12월,김성진,http://www.medpacto.com,서울특별시
원텍,336570,의료용 기기 제조업,기업 인수 및 합병,2019-12-19,12월,"김종원, 김정현",,대전광역시
신테카바이오,226330,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스,2019-12-17,12월,정종선,http://www.syntekabio.com,대전광역시
제이엘케이,322510,소프트웨어 개발 및 공급업,"인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템",2019-12-11,12월,김동민,http://jlkgroup.com,충청북도
태웅로직스,124560,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)",2019-12-10,12월,한재동,http://www.e-tgl.com,서울특별시
IBKS제12호스팩,335870,금융 지원 서비스업,기타 금융업,2019-12-09,12월,김판석,http://www.ibks.com,서울특별시
리메드,302550,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,-,http://remed.kr,대전광역시
SK5호스팩,337450,금융 지원 서비스업,기업인수합병,2019-12-04,12월,우종민,,서울특별시
비올,335890,의료용 기기 제조업,의료기기,2019-12-03,12월,이상진,http://www.viol.co.kr,경기도
코리아센터,290510,소프트웨어 개발 및 공급업,이커머스토탈솔루션,2019-11-29,12월,김기록,http://www.koreacenter.com,서울특별시
웨이버스,336060,소프트웨어 개발 및 공급업,금융 지원 서비스,2019-11-28,12월,김학성,,서울특별시
노터스,278650,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,12월,"문정환, 김도형(각자대표)",http://www.knotus.co.kr,인천광역시
티움바이오,321550,자연과학 및 공학 연구개발업,"특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제",2019-11-22,12월,김훈택,http://www.tiumbio.com,경기도
씨에스베어링,297090,일반 목적용 기계 제조업,"풍력용 선회베어링, 산업용 선회베어링",2019-11-21,12월,방성훈,http://www.csbrg.com,경상남도
우양,103840,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등",2019-11-20,12월,이구열,http://foodkorea.com,충청남도
코리아에셋투자증권,190650,금융 지원 서비스업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등",2019-11-20,03월,"기동호, 김은섭",http://www.kasset.co.kr,서울특별시
에스제이그룹,306040,"가죽, 가방 및 유사제품 제조업","캉골 가방/모자, 헬렌카민스키 모자",2019-11-18,12월,이주영,http://www.sj-group.co.kr,서울특별시
제테마,216080,의료용품 및 기타 의약 관련제품 제조업,"히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등",2019-11-14,12월,김재영,http://www.jetema.com,강원도
라파스,214260,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시
아이티엠반도체,084850,전자부품 제조업,배터리 보호회로,2019-11-07,12월,나혁휘,http://www.it-m.co.kr,충청북도
일승,333430,선박 및 보트 건조업,환경장비,2019-11-06,12월,손지익,http://ilseung.co.kr,부산광역시
미디어젠,279600,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발,2019-11-05,12월,고훈,http://www.mediazen.co.kr,경기도
하나금융14호스팩,332710,금융 지원 서비스업,기업인수합병,2019-11-01,12월,홍지헌,,서울특별시
신한제6호스팩,333050,금융 지원 서비스업,기업인수 및 합병,2019-10-31,12월,원종상,,서울특별시
티라유텍,322180,소프트웨어 개발 및 공급업,스마트팩토리 솔루션,2019-10-31,12월,김정하,http://thirautech.com,서울특별시
